"","state","age","cit","sex","educ","race","hisp","pwsswgt"
"16976",24,50,1,2,3,2,2,7423.1438
"16977",24,29,1,1,6,2,2,6920.7218
"16978",8,44,1,2,3,1,2,3898.6747
"16979",24,80,1,2,2,1,2,4159.3516
"16980",24,29,1,2,5,1,2,6663.5589
"16981",41,39,1,2,4,1,2,2847.1399
"16982",41,39,1,1,2,2,2,2747.9858
"16983",41,18,1,2,3,2,2,2946.8157
"16984",25,75,1,2,2,1,2,2430.0935
"16985",41,74,1,1,2,1,2,2314.8988
"16986",41,76,1,2,3,1,2,2028.9034
"16987",5,80,1,2,1,1,2,1160.4735
"16988",33,42,1,1,2,1,2,1193.1213
"16989",33,42,1,2,2,1,2,1027.1743
"16990",33,18,1,1,1,1,2,1429.4284
"16991",48,35,4,1,1,1,1,4312.1769
"16992",48,36,4,2,2,1,2,5024.4057
"16993",48,33,4,2,2,1,1,4060.0129
"16994",48,41,4,1,2,1,1,5392.2501
"16995",48,34,1,1,5,1,2,6121.0454
"16996",19,79,1,1,2,1,2,1975.2737
"16997",1,37,1,2,4,2,2,3317.4708
"16998",1,19,1,2,2,2,2,2533.1958
"16999",1,68,1,1,1,2,2,2070.8082
"17000",1,73,1,2,2,2,2,1980.7656
"17001",1,54,1,2,2,1,2,2345.9067
"17002",1,54,1,1,6,1,2,2673.6166
"17003",1,21,1,1,3,1,2,2450.2053
"17004",18,60,1,1,6,1,2,5335.6186
"17005",18,55,1,2,4,1,2,5696.7273
"17006",6,75,1,1,5,1,2,3321.7658
"17007",6,79,1,2,3,1,2,3177.6679
"17008",42,30,1,1,3,1,1,4593.4896
"17009",42,31,1,2,5,1,2,4536.225
"17010",42,21,1,1,3,1,2,5243.792
"17011",42,24,1,1,5,1,2,5243.792
"17012",42,56,1,2,6,1,2,3683.2677
"17013",29,53,1,2,5,1,2,4905.0618
"17014",29,53,1,1,5,1,2,4884.4428
"17015",39,74,1,1,3,1,2,4801.0224
"17016",39,67,1,2,2,1,2,4595.7671
"17017",39,46,1,1,5,1,2,4994.149
"17018",39,47,1,2,5,1,2,5238.4077
"17019",39,19,1,1,3,1,2,4670.2386
"17020",6,66,1,2,5,1,2,3990.1465
"17021",17,56,1,1,1,1,2,4405.2545
"17022",30,76,1,2,2,1,2,493.9043
"17023",30,50,1,2,2,1,2,591.4229
"17024",30,60,1,1,2,1,2,589.5292
"17025",19,79,1,1,2,1,2,2165.7227
"17026",19,77,1,2,6,1,2,2642.7011
"17027",48,80,1,2,4,1,1,3939.0757
"17028",48,77,1,1,1,1,1,4580.9047
"17029",29,19,1,1,1,1,2,3551.9242
"17030",29,19,1,2,2,1,2,3931.9824
"17031",12,75,1,1,2,1,2,3951.7759
"17032",29,49,1,2,6,1,2,3974.8965
"17033",29,45,1,1,4,1,2,3496.0144
"17034",26,65,1,1,4,1,2,4647.9406
"17035",46,77,1,2,4,1,2,657.2924
"17036",53,72,1,2,3,1,2,3521.7587
"17037",38,65,1,1,3,1,2,437.8975
"17038",38,58,1,2,2,1,2,488.2204
"17039",45,49,1,2,5,1,2,3626.24
"17040",45,18,1,2,2,1,2,2727.3774
"17041",23,71,1,2,5,1,2,1117.8093
"17042",9,57,4,2,2,1,1,2951.2976
"17043",9,52,4,1,7,1,2,2954.0114
"17044",9,46,1,2,7,1,2,3181.2041
"17045",5,48,1,1,2,1,2,1872.2818
"17046",5,43,1,2,2,1,2,1156.3752
"17047",5,54,1,1,1,4,2,1560.8951
"17048",5,54,1,2,2,4,2,1465.9494
"17049",21,39,1,2,4,1,2,3737.5005
"17050",21,40,1,1,3,1,2,3591.828
"17051",5,24,1,2,6,1,2,1992.4549
"17052",1,42,1,1,5,1,2,2642.9034
"17053",1,38,1,2,5,1,2,2719.9631
"17054",5,80,1,1,2,1,2,1298.7416
"17055",5,80,1,2,2,1,2,1390.6284
"17056",5,56,1,1,4,1,2,1613.8086
"17057",5,51,1,2,3,1,2,1493.5125
"17058",6,42,4,1,3,1,1,4854.087
"17059",6,29,1,2,5,1,2,5477.4947
"17060",1,22,1,1,4,1,1,2097.384
"17061",1,22,1,2,2,1,2,2801.2459
"17062",2,69,1,1,1,1,2,688.0929
"17063",4,78,1,1,5,1,2,3269.0591
"17064",4,74,1,2,5,1,2,3854.4737
"17065",5,80,1,1,2,1,2,1135.1742
"17066",5,80,1,2,2,1,2,1138.6404
"17067",6,25,1,2,4,1,1,4748.2409
"17068",8,75,1,2,3,1,2,3837.5976
"17069",8,75,1,1,5,1,2,3802.9963
"17070",37,60,1,1,5,1,2,3911.928
"17071",29,41,1,1,5,1,2,3016.1666
"17072",29,42,1,2,5,1,2,3229.8029
"17073",29,49,1,2,3,2,2,3852.1452
"17074",29,26,1,1,3,2,2,4209.931
"17075",6,29,4,1,5,1,1,4784.153
"17076",6,54,4,2,1,1,1,4622.4869
"17077",6,25,4,2,2,1,1,4936.9454
"17078",6,43,1,2,6,1,2,3615.8363
"17079",6,47,1,1,2,1,2,3579.0497
"17080",2,39,1,2,4,1,2,437.2765
"17081",5,48,3,2,8,1,2,1725.8406
"17082",1,78,1,2,5,1,2,1667.9817
"17083",6,71,1,2,7,1,2,4350.3684
"17084",6,77,1,1,7,1,2,4350.4882
"17085",6,85,4,2,5,1,2,3136.9688
"17086",6,75,1,2,4,1,2,3708.2545
"17087",8,46,1,1,5,1,2,3582.1951
"17088",8,47,1,2,5,1,2,3626.8693
"17089",8,72,1,1,3,1,2,4089.757
"17090",8,72,1,2,3,1,2,3604.2517
"17091",6,71,1,2,2,1,2,3329.0496
"17092",6,42,1,1,3,1,1,4421.1608
"17093",6,38,1,1,3,1,1,4465.7967
"17094",1,85,1,2,4,1,2,1701.2487
"17095",8,60,1,2,5,1,2,4350.4854
"17096",8,55,1,1,2,1,2,4775.4316
"17097",6,85,1,2,3,4,2,3396.2749
"17098",6,79,1,1,3,4,2,5505.1576
"17099",6,42,1,2,8,4,2,3715.9618
"17100",6,50,4,1,6,4,2,3931.8487
"17101",6,47,1,2,6,1,2,5538.9674
"17102",4,73,1,2,3,1,2,3769.6736
"17103",4,73,1,1,4,1,2,4714.5834
"17104",8,71,1,2,3,1,2,4504.2883
"17105",8,40,1,2,2,1,2,4765.5793
"17106",8,40,1,1,2,1,2,5870.1471
"17107",17,40,4,1,4,2,1,7468.3759
"17108",17,44,1,2,4,2,2,9765.9469
"17109",17,80,4,2,4,2,2,4076.0663
"17110",21,31,1,2,2,1,1,2462.8408
"17111",21,32,1,1,2,1,1,3823.8076
"17112",8,59,1,1,2,1,2,4830.0387
"17113",8,61,1,2,3,1,2,4287.9424
"17114",1,50,1,2,2,1,2,1983.9635
"17115",1,50,1,1,2,1,2,2313.7207
"17116",6,48,1,1,2,1,1,5400.2755
"17117",6,44,1,2,2,1,1,4195.7953
"17118",6,19,1,1,2,1,1,4895.0095
"17119",6,30,1,2,2,1,1,5146.553
"17120",6,31,1,1,3,1,1,4837.7393
"17121",9,59,1,2,2,1,2,2887.6243
"17122",9,58,1,1,2,1,2,3712.7127
"17123",9,21,1,1,3,1,2,2991.8399
"17124",6,39,1,2,3,1,2,4901.6484
"17125",6,45,1,1,3,1,2,4012.5979
"17126",6,56,1,2,2,2,2,4784.393
"17127",6,59,4,2,2,1,1,4528.4142
"17128",8,26,1,2,3,1,1,4715.6048
"17129",8,25,1,2,5,1,1,4715.6048
"17130",8,25,1,2,3,1,2,4253.2702
"17131",8,57,1,1,3,1,2,4649.5988
"17132",8,38,1,2,4,1,2,3791.496
"17133",4,78,1,2,4,1,2,3909.6841
"17134",4,57,1,2,4,1,2,4990.7356
"17135",8,77,1,2,6,1,2,3595.1595
"17136",8,72,1,2,3,1,2,3604.2517
"17137",6,69,1,1,2,1,2,4139.7774
"17138",4,77,1,2,6,1,2,4054.9588
"17139",4,70,1,2,3,1,2,3871.5138
"17140",4,56,1,1,3,1,2,4422.2585
"17141",4,70,1,2,4,1,1,3804.99
"17142",6,54,1,1,2,1,2,3989.4987
"17143",6,56,1,2,3,1,2,4166.5778
"17144",2,44,1,2,6,1,2,549.8503
"17145",2,47,1,1,6,1,2,749.6198
"17146",2,18,1,1,1,1,2,605.7137
"17147",48,36,1,2,6,1,2,5123.3557
"17148",48,37,1,1,4,1,1,4397.1004
"17149",40,75,1,2,2,1,2,1833.5864
"17150",9,33,4,2,5,4,2,3189.1793
"17151",9,34,4,1,8,4,2,3177.1218
"17152",9,51,1,2,2,1,2,2802.0273
"17153",9,50,4,1,2,1,2,2954.0114
"17154",20,29,1,1,1,1,2,1648.7363
"17155",39,30,1,2,3,1,2,4421.4394
"17156",9,57,1,2,5,1,2,2788.0721
"17157",9,59,1,1,2,1,2,2791.1389
"17158",48,36,1,1,6,1,2,5221.0332
"17159",48,33,1,2,5,1,1,4290.1907
"17160",6,50,4,1,6,4,2,3532.0344
"17161",6,46,4,2,5,4,2,3862.6403
"17162",1,72,1,1,3,1,2,2043.0767
"17163",1,71,1,2,2,1,2,1812.5196
"17164",2,26,1,2,3,3,2,687.6802
"17165",2,34,1,2,2,3,2,991.7494
"17166",6,35,4,2,5,4,2,4263.4349
"17167",40,56,1,1,2,1,2,2474.2294
"17168",34,60,1,2,2,2,2,4812.5824
"17169",36,38,1,1,4,1,2,6563.1733
"17170",6,32,1,1,6,4,2,4572.757
"17171",9,75,1,2,2,1,2,2462.3941
"17172",9,80,1,1,2,1,2,2382.9921
"17173",6,40,4,2,2,4,2,3285.886
"17174",6,23,1,2,4,1,2,4823.5553
"17175",6,72,1,2,4,1,2,3726.2955
"17176",6,28,1,2,5,1,2,4049.4673
"17177",6,37,1,1,5,1,2,4964.4343
"17178",6,36,1,2,6,1,2,3868.8838
"17179",10,85,4,2,3,1,2,869.745
"17180",10,85,1,1,4,1,2,791.7018
"17181",6,41,4,1,5,4,2,4966.5206
"17182",6,78,4,2,2,4,2,4059.7882
"17183",1,59,1,1,2,1,2,2371.1828
"17184",1,50,1,2,2,1,2,2100.5448
"17185",6,45,1,1,2,1,2,5067.35
"17186",6,40,1,2,2,1,2,3733.6703
"17187",6,60,1,1,5,1,2,4873.7697
"17188",6,42,1,1,2,1,1,4421.1608
"17189",6,60,3,2,5,1,1,4104.193
"17190",6,77,1,1,6,1,2,3881.8413
"17191",6,61,4,2,2,4,2,5819.2879
"17192",6,73,1,1,3,1,2,3544.3444
"17193",6,71,1,2,5,1,2,3599.7206
"17194",53,68,1,2,2,1,2,3112.485
"17195",53,76,1,2,4,1,2,2876.233
"17196",6,42,1,2,5,1,1,3686.5711
"17197",25,74,1,2,2,1,2,2579.8627
"17198",25,78,1,1,5,1,2,2717.0185
"17199",48,38,1,1,2,1,2,4612.9626
"17200",48,69,1,2,2,1,2,3627.1369
"17201",2,65,1,2,1,1,2,668.5218
"17202",39,38,1,2,5,1,2,6437.722
"17203",39,39,1,1,7,1,2,6551.543
"17204",6,66,1,2,5,1,2,3395.0428
"17205",6,65,1,1,3,1,2,3900.6587
"17206",50,45,1,2,2,1,2,334.4163
"17207",20,33,1,1,6,1,2,2491.735
"17208",6,76,1,1,3,1,2,3521.6383
"17209",6,71,1,2,3,1,2,3668.7914
"17210",39,65,1,1,6,1,2,3505.8842
"17211",39,65,1,2,5,1,2,3250.5968
"17212",13,62,1,2,6,1,2,3187.3765
"17213",13,57,1,1,3,1,2,3288.0795
"17214",10,43,1,1,2,1,2,1170.0712
"17215",51,43,1,1,5,2,2,8012.7926
"17216",51,34,1,1,2,2,2,7804.3694
"17217",50,72,1,1,6,1,2,496.1604
"17218",50,66,4,1,8,1,2,463.132
"17219",50,55,1,2,5,1,2,393.8551
"17220",2,28,1,1,3,3,1,981.7246
"17221",20,51,1,2,1,1,2,1708.7882
"17222",5,64,1,2,3,1,2,1437.5362
"17223",5,68,1,1,2,1,2,1449.1628
"17224",54,42,1,2,4,1,2,1041.6517
"17225",54,45,1,1,4,1,2,695.6054
"17226",54,65,1,1,2,1,2,729.5973
"17227",20,68,1,2,4,1,2,1809.9159
"17228",20,73,1,1,5,1,2,2177.2711
"17229",21,64,4,2,2,1,2,2947.1914
"17230",21,42,1,2,5,1,2,3262.0799
"17231",40,31,1,2,1,1,2,2499.9859
"17232",16,29,1,1,6,1,2,1080.4477
"17233",16,28,1,2,5,1,2,1445.6451
"17234",31,59,1,2,2,1,2,1475.1221
"17235",31,50,4,1,2,2,2,2756.7452
"17236",31,37,4,2,2,2,2,3530.6505
"17237",17,51,1,1,2,1,2,4908.5374
"17238",17,44,1,2,6,1,2,4158.9927
"17239",6,36,1,1,2,1,1,4152.7385
"17240",6,37,1,2,3,1,2,4709.0138
"17241",12,35,1,1,5,1,2,4795.5098
"17242",12,34,1,2,4,1,2,5669.9403
"17243",45,52,1,1,3,1,2,3266.0755
"17244",45,51,1,2,6,1,2,2924.5176
"17245",45,21,1,2,3,1,1,2447.1739
"17246",6,21,1,2,4,1,1,3960.5364
"17247",6,56,4,2,2,1,1,4284.0965
"17248",6,52,4,1,2,1,1,5358.1262
"17249",6,20,1,2,4,1,1,3960.5364
"17250",6,18,1,1,1,1,1,4606.8699
"17251",30,85,1,2,5,1,2,530.9052
"17252",30,85,1,1,2,1,2,515.5637
"17253",48,52,1,1,2,1,1,4782.13
"17254",48,40,1,2,5,1,1,5297.9566
"17255",48,44,1,1,2,1,1,6377.2763
"17256",4,27,1,2,3,1,1,5357.3671
"17257",4,30,1,1,2,1,1,6610.4681
"17258",29,41,1,2,3,1,2,5762.0805
"17259",29,19,1,2,2,1,2,6683.8018
"17260",4,35,1,2,5,1,2,5211.9836
"17261",48,51,1,2,5,1,2,4278.4932
"17262",48,49,1,1,3,1,2,4842.6302
"17263",4,62,1,2,4,2,2,4454.7551
"17264",4,80,1,2,5,2,2,3740.6936
"17265",4,67,1,2,6,1,2,4553.8318
"17266",4,67,1,1,5,1,2,4063.3248
"17267",34,45,1,1,2,2,2,7690.7237
"17268",11,39,1,1,4,1,2,426.6366
"17269",11,37,1,2,5,1,2,447.5267
"17270",30,75,1,1,2,1,2,438.0506
"17271",54,42,1,2,1,2,2,1208.4061
"17272",54,19,1,1,2,2,2,2475.918
"17273",17,80,1,2,2,1,2,4224.2216
"17274",4,77,1,2,3,1,2,4072.839
"17275",6,56,1,1,3,1,2,4749.8226
"17276",6,21,1,1,4,1,2,5303.5948
"17277",26,65,1,1,2,1,2,3876.4932
"17278",45,65,1,1,6,2,2,2955.0256
"17279",45,58,1,2,5,2,2,3282.2734
"17280",45,30,1,1,2,2,2,3288.4476
"17281",45,29,1,2,2,2,2,4686.9253
"17282",6,43,1,1,6,1,2,4370.4954
"17283",6,40,1,2,6,1,2,3897.4755
"17284",55,52,1,1,5,1,2,3816.2619
"17285",55,50,1,2,5,1,2,3308.7576
"17286",55,23,1,1,2,1,2,5962.9825
"17287",30,38,1,1,5,1,1,789.4102
"17288",28,61,1,1,4,2,2,1570.7389
"17289",28,61,1,2,4,2,2,1538.7169
"17290",42,80,1,2,2,1,2,3392.3367
"17291",42,80,1,1,2,1,2,3559.057
"17292",42,58,1,1,2,2,2,4581.5069
"17293",29,85,1,2,2,1,2,3396.6564
"17294",29,40,1,1,3,1,2,3474.8592
"17295",29,64,1,2,2,1,2,3754.2093
"17296",54,60,4,1,3,1,2,767.8882
"17297",54,19,1,2,2,1,2,816.7733
"17298",22,64,1,2,2,2,2,1664.7925
"17299",22,65,1,1,3,2,2,1657.4399
"17300",39,61,1,2,4,1,2,3573.3638
"17301",39,63,1,1,5,1,2,3552.5115
"17302",12,50,1,2,4,1,2,4093.0591
"17303",26,31,1,1,4,1,1,6425.9893
"17304",12,22,1,1,2,1,2,5273.8755
"17305",12,22,1,1,2,1,2,5273.8755
"17306",12,70,1,1,2,1,2,5129.4472
"17307",12,80,1,1,5,1,2,3877.0257
"17308",12,80,1,2,5,1,2,3982.9985
"17309",46,59,1,1,4,1,2,782.108
"17310",46,59,1,2,5,1,2,820.9825
"17311",6,59,1,1,2,1,2,4662.0165
"17312",6,85,1,1,2,1,2,3461.5306
"17313",6,34,1,1,2,1,2,4843.7838
"17314",6,74,1,1,5,1,2,4038.3431
"17315",6,64,1,2,4,1,2,4372.1383
"17316",6,33,1,1,3,1,2,5620.1498
"17317",12,51,1,2,5,1,2,4328.9393
"17318",12,56,1,1,5,1,2,4785.5052
"17319",12,22,1,2,4,1,2,6302.0737
"17320",12,18,1,1,2,1,2,4184.0282
"17321",4,54,1,1,6,1,2,4207.1929
"17322",18,48,1,1,3,1,2,3400.4902
"17323",6,51,1,1,6,4,2,3499.1748
"17324",6,40,1,1,8,4,2,2943.328
"17325",6,28,1,1,5,1,2,5499.8385
"17326",6,28,1,2,5,1,2,5716.2893
"17327",13,55,1,1,6,1,2,6355.1978
"17328",13,59,1,2,5,1,2,5466.575
"17329",22,85,1,2,2,2,2,1736.9188
"17330",22,44,1,1,4,2,2,3074.2533
"17331",22,66,1,2,3,2,2,1736.9188
"17332",2,31,1,2,2,1,2,704.8696
"17333",2,76,1,2,5,4,2,796.7687
"17334",2,85,1,1,7,4,2,833.7249
"17335",6,32,4,2,6,4,2,4594.4719
"17336",55,57,1,1,4,2,2,5842.3517
"17337",55,51,1,2,3,1,1,5402.1555
"17338",16,78,1,2,2,1,2,989.4086
"17339",45,19,1,2,2,2,2,5616.6362
"17340",45,42,1,2,3,2,2,4858.6884
"17341",36,60,1,1,5,1,2,4757.9192
"17342",36,56,1,2,3,1,2,4833.019
"17343",36,21,1,1,2,1,2,6633.0856
"17344",13,60,1,1,5,1,2,2885.686
"17345",12,70,1,1,3,1,2,3929.5479
"17346",30,34,1,2,2,1,2,812.0414
"17347",30,42,1,1,5,1,2,708.1067
"17348",40,80,1,1,8,1,2,2290.4521
"17349",40,70,1,2,2,1,2,2372.0534
"17350",40,28,1,1,3,1,2,2865.605
"17351",40,31,1,2,3,1,2,2943.9283
"17352",30,34,1,1,2,1,2,610.5282
"17353",30,65,1,2,1,1,2,511.3211
"17354",6,36,1,1,2,1,2,4078.1813
"17355",6,34,1,2,6,1,2,5070.9534
"17356",31,51,1,1,5,1,2,1592.4607
"17357",31,46,1,2,5,1,2,1571.2122
"17358",24,43,1,2,8,2,2,6306.0984
"17359",24,43,1,1,5,2,2,6775.839
"17360",26,66,1,1,2,1,2,3439.2896
"17361",26,67,1,2,2,1,2,3999.4558
"17362",21,73,1,1,2,1,2,3667.3729
"17363",21,54,1,1,3,1,2,4047.4008
"17364",21,45,1,2,4,1,2,4248.8182
"17365",45,50,1,2,5,1,1,3245.1142
"17366",45,59,1,1,4,1,2,2991.9302
"17367",35,27,1,2,2,3,2,2970.7994
"17368",35,28,1,1,4,3,2,1431.3937
"17369",35,72,1,1,4,3,2,1184.1777
"17370",45,56,1,2,5,2,2,3282.2734
"17371",45,20,1,2,3,2,2,6745.8233
"17372",13,51,1,2,5,1,2,4820.7043
"17373",13,55,1,1,2,1,2,4130.1214
"17374",25,58,1,1,1,1,2,3523.3642
"17375",25,68,1,2,6,1,2,2940.6793
"17376",25,69,1,1,2,1,2,3312.1075
"17377",25,32,1,1,5,1,2,3655.8447
"17378",6,71,1,1,3,1,2,4141.7449
"17379",6,76,1,2,3,1,2,4070.3117
"17380",17,85,1,2,2,1,2,3468.5371
"17381",6,61,4,2,2,1,2,4651.6977
"17382",6,61,4,1,3,1,2,3997.3028
"17383",6,36,1,1,5,1,2,4075.8891
"17384",6,37,1,2,5,1,2,3191.819
"17385",5,71,1,1,5,1,2,1400.2949
"17386",5,73,1,2,5,1,2,1397.5091
"17387",51,85,1,1,3,1,2,3126.2203
"17388",51,85,1,2,3,1,2,3219.441
"17389",51,68,1,1,5,1,2,3333.9478
"17390",56,70,1,1,3,1,2,324.2724
"17391",56,69,1,2,3,1,2,346.5341
"17392",48,30,1,1,4,1,2,5057.0836
"17393",48,25,1,2,3,1,2,4925.9759
"17394",25,57,1,2,3,1,2,2783.0856
"17395",25,64,1,1,2,1,2,2765.3755
"17396",16,55,3,1,4,1,2,1000.0707
"17397",16,58,4,2,4,1,2,842.9783
"17398",15,56,1,1,5,1,2,867.8456
"17399",11,85,1,2,4,2,2,401.1755
"17400",11,62,1,1,2,2,2,456.8984
"17401",11,58,1,1,2,2,2,456.8984
"17402",18,53,1,1,3,1,2,4101.5834
"17403",18,47,1,2,2,1,2,4269.3696
"17404",17,45,1,1,4,1,2,4409.9194
"17405",17,38,1,1,7,1,1,4009.6437
"17406",19,28,1,2,4,1,1,2026.3945
"17407",17,76,1,1,5,1,2,3680.7074
"17408",17,76,1,2,3,1,2,3703.7581
"17409",18,34,1,2,3,1,2,5866.8628
"17410",18,30,1,1,2,1,2,4576.3268
"17411",16,20,1,2,2,1,2,1322.2063
"17412",12,62,1,1,3,1,2,4975.9588
"17413",12,72,1,2,4,1,2,4423.4544
"17414",12,59,1,1,1,1,2,5243.7742
"17415",18,41,1,1,2,1,2,4063.9762
"17416",18,39,1,2,4,1,2,3581.8913
"17417",47,23,1,1,3,1,2,3995.3755
"17418",47,57,1,1,5,1,2,3388.1199
"17419",13,26,1,1,2,1,2,4882.2542
"17420",13,63,1,2,2,1,2,3424.3638
"17421",12,61,1,1,3,1,2,5758.1556
"17422",12,49,1,2,3,1,2,4867.3539
"17423",12,21,1,2,2,1,2,5293.4486
"17424",12,20,1,2,2,1,2,5293.4486
"17425",12,20,1,1,2,1,2,4733.0651
"17426",19,59,1,2,3,1,2,2632.7523
"17427",16,24,1,2,5,1,2,1348.209
"17428",16,27,1,1,6,1,2,955.5646
"17429",37,40,1,1,2,2,2,4078.2218
"17430",37,60,1,2,2,2,2,5080.8658
"17431",37,40,1,1,2,2,2,4078.2218
"17432",19,43,1,1,5,1,2,2277.4168
"17433",19,45,1,2,5,1,2,2747.9811
"17434",13,30,1,2,5,1,2,4832.6926
"17435",13,19,1,2,3,1,2,4710.0936
"17436",16,24,1,1,2,1,2,1203.4915
"17437",16,30,1,2,3,1,2,1201.6106
"17438",10,29,1,1,2,2,2,1196.0961
"17439",10,26,1,2,6,2,2,1358.0923
"17440",18,70,1,2,5,1,2,3328.1345
"17441",18,70,1,1,5,1,2,3280.1687
"17442",18,62,1,1,2,1,2,4213.6897
"17443",18,54,1,2,2,2,2,4560.3133
"17444",18,31,1,2,2,2,2,4396.6099
"17445",16,38,1,1,5,1,2,1292.97
"17446",16,38,1,2,3,1,2,957.4776
"17447",16,24,1,1,2,1,2,1021.3708
"17448",19,24,1,2,4,1,2,2869.9601
"17449",19,24,1,1,5,1,2,3457.6018
"17450",19,44,1,1,2,1,2,2416.4882
"17451",17,56,1,1,4,1,2,3676.2912
"17452",12,27,1,1,2,1,1,5357.4346
"17453",12,80,1,2,1,1,2,3861.3044
"17454",37,54,1,1,4,1,2,4905.1759
"17455",47,80,1,2,5,1,2,3142.3693
"17456",47,85,1,2,1,1,2,3142.3693
"17457",13,40,1,1,3,1,2,4692.2684
"17458",13,44,1,2,5,1,2,4524.032
"17459",12,34,1,1,6,1,2,4970.5672
"17460",12,25,1,2,4,1,2,5632.7057
"17461",18,71,1,2,2,1,2,3066.3332
"17462",18,85,1,1,2,1,2,2968.2713
"17463",18,19,1,1,2,1,2,3671.0505
"17464",18,52,1,2,5,1,2,3346.9873
"17465",17,52,1,1,8,1,2,4518.1872
"17466",17,54,1,2,5,1,2,4410.414
"17467",17,21,1,2,3,1,2,5535.6688
"17468",13,69,1,1,3,1,2,3409.0944
"17469",13,67,1,2,1,1,2,3412.0697
"17470",18,31,1,2,5,1,2,5693.5123
"17471",18,55,1,1,2,1,2,4195.9315
"17472",18,55,1,2,2,1,2,3369.0211
"17473",17,28,1,2,2,1,2,4711.0547
"17474",17,23,1,1,1,1,2,4851.77
"17475",17,29,1,1,2,1,2,4685.3775
"17476",17,27,1,2,2,1,2,5256.0362
"17477",16,79,1,1,2,1,2,924.7898
"17478",16,78,1,2,2,1,2,700.9616
"17479",12,47,1,1,3,2,2,5791.0756
"17480",18,37,1,1,8,1,2,3836.3029
"17481",18,36,1,2,5,1,2,3946.1711
"17482",17,30,1,1,5,1,2,3931.9821
"17483",47,50,1,1,8,4,2,4188.2857
"17484",47,51,1,2,2,4,2,5435.9724
"17485",47,23,1,1,5,4,2,3291.559
"17486",47,18,1,1,3,4,2,3266.0329
"17487",23,73,1,1,3,1,2,1373.9971
"17488",23,71,1,2,2,1,2,1416.3948
"17489",42,27,1,2,5,1,2,4305.0699
"17490",42,26,1,1,5,1,2,4361.313
"17491",53,19,1,1,2,2,1,4196.4135
"17492",26,32,1,2,2,1,2,3477.9195
"17493",26,28,1,1,2,1,2,4404.1588
"17494",5,50,1,1,2,2,2,2613.6385
"17495",5,44,1,2,2,2,2,2057.701
"17496",5,34,1,1,6,1,2,2297.773
"17497",5,33,1,2,5,1,2,2466.1276
"17498",36,71,4,1,1,4,2,4508.0992
"17499",6,39,1,1,5,1,2,4394.1307
"17500",6,35,1,2,5,1,2,3477.1552
"17501",12,36,1,2,5,1,2,4874.7961
"17502",12,36,1,1,5,1,2,4840.285
"17503",12,49,1,1,4,1,2,4453.4025
"17504",26,70,4,1,5,1,2,3297.911
"17505",6,27,4,2,5,4,2,3801.3511
"17506",6,58,1,2,5,1,2,4446.0202
"17507",6,60,1,1,4,1,2,4438.7513
"17508",42,66,1,2,2,1,2,3902.4972
"17509",42,69,1,1,2,1,2,4499.9822
"17510",12,55,1,1,2,1,1,5979.6475
"17511",16,61,1,2,5,1,2,754.0072
"17512",16,62,1,1,5,1,2,1011.4023
"17513",10,55,1,2,2,1,2,774.8793
"17514",10,76,1,1,1,1,2,541.7283
"17515",10,73,1,2,2,1,2,705.3354
"17516",12,32,1,1,2,2,2,7351.726
"17517",12,73,1,1,5,2,2,4374.3453
"17518",12,74,1,2,5,2,1,5685.4312
"17519",16,56,1,2,5,1,2,1173.751
"17520",16,32,1,1,2,1,2,936.4438
"17521",16,65,1,1,2,1,2,1007.3976
"17522",12,54,1,1,5,1,2,4884.3357
"17523",12,53,1,2,6,1,2,5022.2684
"17524",12,58,1,1,5,1,2,5457.8091
"17525",12,43,4,2,5,1,2,4071.3756
"17526",12,64,1,1,3,1,2,4696.3032
"17527",12,65,1,2,2,1,2,4300.3143
"17528",31,51,1,1,3,1,2,1511.4866
"17529",16,47,1,1,3,1,2,914.9003
"17530",16,46,1,2,5,1,2,963.2052
"17531",16,77,1,2,5,1,2,907.574
"17532",16,80,1,1,5,1,2,852.8434
"17533",22,70,1,2,5,1,2,1621.7306
"17534",17,85,4,2,2,1,1,4659.3772
"17535",5,60,1,2,4,1,2,1325.0042
"17536",5,41,1,2,1,1,2,917.8551
"17537",23,61,1,2,5,1,2,1632.7278
"17538",23,61,1,1,4,1,2,1456.6751
"17539",56,25,1,1,2,1,2,458.8443
"17540",56,23,1,2,2,1,2,372.1765
"17541",12,33,1,1,2,1,2,4681.6959
"17542",12,80,1,1,5,1,2,4116.247
"17543",12,75,2,2,2,1,1,5122.0723
"17544",51,64,1,1,5,1,2,4523.0922
"17545",51,62,1,2,5,1,2,4754.8554
"17546",19,22,1,1,3,1,2,3516.3315
"17547",12,80,1,2,2,2,2,4750.809
"17548",10,37,1,1,5,1,2,921.108
"17549",10,34,1,2,4,1,2,844.8238
"17550",50,48,1,2,6,1,2,491.3091
"17551",50,57,1,1,5,1,2,441.0871
"17552",11,71,4,1,8,1,2,383.5247
"17553",11,27,1,2,6,1,2,478.4196
"17554",11,28,1,1,5,1,2,413.2135
"17555",2,57,1,2,5,1,2,376.3221
"17556",2,58,1,1,4,1,2,478.1185
"17557",15,85,1,2,5,1,2,578.5547
"17558",15,85,1,1,5,1,2,747.2001
"17559",21,60,1,1,3,1,2,5247.1944
"17560",21,57,1,2,4,1,2,4954.9648
"17561",21,19,1,1,2,1,2,4802.0202
"17562",15,47,1,2,5,4,2,646.1733
