"","state","age","cit","sex","educ","race","hisp","pwsswgt"
"1",50,85,1,2,8,1,2,339.9092
"2",40,40,1,2,6,1,2,2497.1111
"3",40,43,1,1,6,1,2,2410.0767
"4",8,42,1,2,5,1,2,3610.5711
"5",8,41,3,1,5,1,2,3625.2679
"6",1,24,1,1,5,1,2,4072.2412
"7",1,25,1,2,5,1,2,3299.3161
"8",5,41,1,1,2,1,2,1471.1814
"9",5,35,1,2,1,1,2,1441.867
"10",8,26,1,1,2,1,1,6391.9434
"11",40,41,1,1,4,1,2,2410.0767
"12",40,42,1,2,3,1,1,2850.5652
"13",15,54,1,1,4,1,2,864.5312
"14",15,65,1,2,2,1,2,626.2102
"15",1,39,1,1,5,1,2,3045.9448
"16",24,26,4,1,3,1,1,6716.2611
"17",24,33,4,2,2,1,1,3992.4573
"18",1,69,1,1,4,1,2,2122.6387
"19",1,67,1,2,3,1,2,1938.9957
"20",1,44,1,1,4,1,2,2488.0582
"21",5,68,1,1,2,1,2,1284.4742
"22",5,63,1,1,2,1,2,1319.8242
"23",5,23,1,2,3,1,2,1886.4981
"24",6,52,4,2,5,1,1,4535.8222
"25",6,58,4,1,1,1,1,4425.6022
"26",17,57,1,2,2,2,2,5004.84
"27",17,79,4,1,3,1,2,3881.3563
"28",17,73,4,2,2,1,2,4184.8443
"29",5,30,1,2,1,1,2,922.8173
"30",5,53,1,1,2,1,2,1570.1401
"31",5,51,1,2,2,1,2,1465.4838
"32",5,74,1,1,2,1,2,1316.8481
"33",1,23,1,2,4,1,2,3014.1124
"34",6,77,1,2,2,1,2,3107.7846
"35",6,32,1,1,3,1,2,4588.6748
"36",8,31,1,1,5,1,2,5087.3411
"37",8,43,1,2,6,1,2,3996.5273
"38",8,46,1,1,6,1,2,4928.0713
"39",8,19,3,1,2,1,2,4326.198
"40",6,71,1,1,2,1,2,3728.0299
"41",6,28,1,1,5,1,2,4808.3536
"42",1,79,1,1,2,1,2,2008.5253
"43",1,57,1,2,2,1,2,2260.6258
"44",6,28,1,2,5,4,2,5044.3089
"45",6,79,1,1,2,1,2,3301.231
"46",6,69,1,2,1,1,2,3492.2334
"47",6,78,1,1,2,1,2,3458.9666
"48",6,42,1,1,1,1,2,4886.5888
"49",30,20,1,1,3,1,2,960.0527
"50",1,72,1,1,6,1,2,2040.1695
"51",1,72,1,2,6,1,2,1870.6026
"52",5,55,1,2,6,4,2,2201.5536
"53",6,53,1,1,3,1,1,3742.0937
"54",6,29,1,1,3,1,1,3687.9662
"55",6,50,1,2,3,1,1,4379.9198
"56",47,77,1,2,3,1,2,3053.2457
"57",36,62,4,1,5,4,2,4598.18
"58",37,26,1,1,7,1,2,4885.7491
"59",5,80,1,2,2,1,2,1231.7537
"60",5,76,1,1,4,1,2,1410.6509
"61",50,73,1,1,4,1,2,408.605
"62",50,68,1,2,5,1,2,395.7968
"63",31,70,1,1,4,1,2,1237.1126
"64",37,73,1,1,5,1,2,3726.3348
"65",37,67,1,2,4,1,2,3339.0409
"66",37,49,1,1,2,1,2,4046.0563
"67",37,53,1,2,4,1,2,4023.4376
"68",6,25,1,2,3,1,2,4526.7182
"69",6,28,1,2,3,1,1,4138.9128
"70",6,26,1,1,1,1,2,4916.4768
"71",6,31,1,1,2,1,2,4676.7214
"72",6,31,1,2,2,1,2,4542.1552
"73",20,66,1,2,2,1,2,2078.0721
"74",20,73,1,1,1,1,2,2499.8545
"75",20,71,1,2,3,1,2,1471.6306
"76",20,46,1,2,3,1,2,1585.8751
"77",20,25,1,1,4,1,2,1826.2601
"78",20,30,1,2,4,1,2,1954.5807
"79",20,33,4,1,2,1,1,2464.5949
"80",20,79,1,1,3,1,2,1667.0493
"81",30,73,1,2,6,1,2,439.3528
"82",30,85,1,2,2,1,2,435.7319
"83",30,80,1,1,2,1,2,419.9014
"84",30,41,1,1,4,1,2,640.0336
"85",30,37,1,2,5,1,2,574.7293
"86",30,50,1,1,5,1,2,582.4992
"87",30,51,1,2,6,1,2,564.1497
"88",30,20,1,1,2,1,2,915.7803
"89",30,18,1,1,1,1,2,763.4105
"90",30,23,1,2,5,1,2,902.206
"91",30,23,1,1,1,1,2,617.8824
"92",30,22,3,2,1,1,1,805.0494
"93",30,36,1,2,4,1,2,574.3385
"94",30,39,1,1,3,1,2,605.7296
"95",30,85,1,2,3,1,2,371.0248
"96",30,75,1,2,3,1,2,465.1156
"97",40,74,1,1,5,1,2,2143.1753
"98",40,68,1,1,3,1,2,2625.7991
"99",40,78,1,1,3,1,2,2491.6115
"100",40,77,1,2,3,1,2,1914.0662
"101",40,66,1,1,5,1,2,1839.2315
"102",40,23,3,1,3,3,2,3774.3241
"103",40,50,1,2,2,3,2,2031.4777
"104",40,55,1,1,5,1,2,2705.3669
"105",40,49,1,2,6,1,2,2376.4886
"106",40,39,1,2,7,1,2,2614.4201
"107",40,42,1,1,7,1,1,2854.9495
"108",40,51,4,2,4,1,2,2909.1924
"109",40,80,1,1,3,1,2,2597.686
"110",40,74,1,2,3,1,2,2128.607
"111",40,66,1,1,5,1,2,2702.0314
"112",50,71,1,2,5,1,2,387.6179
"113",50,75,1,1,5,1,2,416.8375
"114",50,34,1,1,3,1,2,655.6583
"115",50,61,1,2,6,1,2,365.9689
"116",48,42,1,1,4,1,2,4633.7523
"117",1,66,1,1,6,1,2,2402.9778
"118",1,65,1,2,5,1,2,2217.2585
"119",1,57,1,2,3,1,2,2004.4416
"120",1,68,1,2,1,2,2,2317.0846
"121",1,68,1,2,3,1,2,2342.6043
"122",1,68,1,1,5,1,2,2113.1943
"123",1,65,1,2,3,1,2,2205.3534
"124",1,72,3,1,4,1,2,1849.0525
"125",1,85,1,2,2,1,2,1994.2993
"126",1,85,1,1,5,1,2,1636.8113
"127",21,80,1,1,3,1,2,3651.933
"128",21,79,1,2,3,1,2,3695.0311
"129",21,59,1,1,5,1,2,3559.4994
"130",21,55,1,2,5,1,2,3490.9624
"131",31,61,1,1,3,1,2,1434.623
"132",31,55,1,2,5,1,2,1458.9851
"133",31,85,1,2,1,1,2,1197.9456
"134",31,59,1,1,5,1,2,1418.5497
"135",31,59,1,2,6,1,2,1458.9851
"136",31,85,1,2,3,1,2,1193.4675
"137",31,35,1,1,4,1,2,1063.6354
"138",31,64,1,1,5,1,2,1288.9673
"139",31,64,1,2,5,1,2,1151.7059
"140",41,80,1,2,5,1,2,2029.3545
"141",41,43,1,1,8,1,2,3258.9891
"142",41,62,4,2,2,1,1,2621.5129
"143",41,18,1,1,2,1,1,2952.4449
"144",41,64,1,2,4,1,2,2412.202
"145",41,75,1,2,4,1,2,2128.0003
"146",41,73,1,1,3,1,2,2120.2357
"147",41,55,1,1,2,1,2,2468.2788
"148",41,32,1,1,2,1,2,3348.0471
"149",51,54,1,2,5,1,2,4004.7883
"150",51,79,1,2,1,2,2,3518.9228
"151",51,42,1,1,3,3,2,5699.8109
"152",51,36,1,1,5,1,2,4270.4743
"153",51,27,1,2,2,2,2,5121.0218
"154",51,61,1,2,1,1,2,3325.0575
"155",51,60,1,1,2,1,2,3366.9747
"156",51,80,1,2,1,1,2,3032.3388
"157",51,59,1,2,7,1,2,5229.5962
"158",51,23,1,2,5,1,2,5682.7489
"159",51,73,1,1,6,1,2,3752.4906
"160",51,68,1,2,4,1,2,4237.585
"161",51,28,1,2,4,4,2,4387.8588
"162",6,28,1,2,5,1,2,4179.1422
"163",2,73,1,1,2,1,2,789.0233
"164",2,85,1,2,2,1,2,647.4537
"165",2,31,1,2,2,1,2,830.7593
"166",12,56,1,2,8,1,2,4440.8313
"167",12,53,1,1,8,1,2,4821.6745
"168",12,26,1,2,5,1,2,5904.0598
"169",12,63,1,1,2,1,2,4789.0715
"170",12,59,1,2,2,1,2,5159.7374
"171",12,78,1,1,5,1,2,4178.8125
"172",12,42,1,2,5,1,2,4174.1306
"173",12,47,1,1,5,1,2,4814.3464
"174",12,79,1,2,5,1,2,3922.261
"175",12,80,1,1,7,1,2,4008.4244
"176",12,61,1,1,2,1,2,3847.5331
"177",12,27,1,2,4,2,2,5613.3849
"178",12,80,1,2,2,1,2,3954.6213
"179",12,80,1,2,2,1,2,4110.7739
"180",22,56,1,2,5,1,2,1763.1421
"181",22,26,1,1,3,1,2,1788.1402
"182",22,66,1,2,2,1,2,1671.6714
"183",22,66,1,1,2,1,2,1868.6108
"184",22,40,1,2,5,1,2,1793.7442
"185",22,31,1,1,5,1,2,2079.3123
"186",22,79,1,1,3,1,2,1479.3517
"187",22,50,1,2,4,1,2,1405.6011
"188",22,65,1,1,3,1,2,1759.7112
"189",22,66,1,2,2,1,2,1574.2491
"190",22,55,1,2,7,1,2,1938.5337
"191",22,33,1,2,1,2,2,2499.3241
"192",22,80,1,2,3,2,2,1853.529
"193",22,69,1,2,2,2,2,1810.4152
"194",22,44,1,1,2,2,2,3955.9321
"195",22,35,1,2,1,1,2,1461.2773
"196",22,50,1,1,2,1,2,1808.9041
"197",32,68,1,2,4,1,2,1812.1118
"198",42,75,1,1,2,1,2,3665.1671
"199",42,61,1,1,2,2,2,5742.3352
"200",42,58,1,1,6,1,2,4793.3659
"201",42,34,1,1,2,1,2,5378.3482
"202",42,77,1,2,4,1,2,3454.4466
"203",42,23,1,2,6,1,2,4536.0691
"204",42,23,1,1,5,1,2,0
"205",42,56,4,1,5,1,2,5271.5259
"206",42,54,4,2,5,1,2,4876.5729
"207",42,33,4,1,5,1,2,6266.7967
"208",42,24,4,2,5,1,2,6760.214
"209",42,71,1,2,6,1,2,4828.1564
"210",42,64,1,1,3,1,2,5019.1017
"211",42,76,1,1,2,1,2,3635.0291
"212",42,79,1,2,4,1,2,3637.4359
"213",42,72,1,2,6,1,2,3973.7013
"214",42,73,1,1,2,1,2,4169.5254
"215",42,52,1,1,5,1,2,5278.2761
"216",11,34,1,1,4,1,2,385.9405
"217",15,75,1,2,6,1,2,619.1891
"218",13,55,1,1,6,1,2,3917.167
"219",13,55,1,2,7,1,2,3926.0726
"220",13,26,1,2,6,2,2,8961.6158
"221",13,51,1,2,3,1,2,5583.8256
"222",13,50,1,1,5,1,2,7423.1087
"223",13,20,1,2,3,1,2,8211.9293
"224",13,18,1,2,3,1,2,8940.7115
"225",13,56,1,1,2,1,2,7396.5439
"226",13,64,1,2,2,1,2,5667.3782
"227",13,66,1,2,2,2,2,4688.3704
"228",13,70,1,1,2,2,2,4778.3629
"229",13,36,1,1,3,2,2,10399.0714
"230",13,54,1,2,6,2,2,6190.4694
"231",13,46,1,2,5,1,2,6125.3639
"232",13,50,3,1,6,4,2,5843.3815
"233",13,26,1,1,1,1,2,4831.0885
"234",13,57,1,1,4,1,2,3573.346
"235",13,55,1,2,5,1,2,3581.47
"236",13,24,1,1,3,1,2,4868.6444
"237",13,25,1,1,2,1,1,6669.6763
"238",13,31,1,2,2,1,2,6254.9661
"239",13,41,1,2,2,1,2,5598.9722
"240",13,68,1,2,5,1,2,4582.8895
"241",13,37,1,1,2,2,2,6962.5934
"242",23,48,1,1,4,1,2,1591.4383
"243",33,56,4,1,1,4,2,1023.7228
"244",33,47,4,2,1,4,2,806.5274
"245",33,26,4,1,5,4,2,830.6329
"246",33,57,1,2,2,1,2,1027.8262
"247",33,59,1,1,2,1,2,1187.4764
"248",33,25,1,2,3,1,2,1575.0679
"249",33,77,1,2,5,1,2,1096.527
"250",53,43,1,2,6,1,2,3621.643
"251",53,43,1,1,2,1,2,2983.136
"252",53,54,1,2,6,1,2,3586.6135
"253",53,25,1,1,2,1,2,4302.524
"254",53,62,1,2,2,1,2,2980.7533
"255",53,69,1,1,2,1,2,3176.8586
"256",53,57,1,1,2,1,2,3227.577
"257",53,75,1,1,1,1,2,2396.4644
"258",53,77,1,2,2,1,2,2247.6153
"259",53,73,4,2,1,4,2,3136.5861
"260",53,80,4,1,1,4,2,2599.6907
"261",53,48,1,2,5,4,2,3061.7885
"262",53,43,1,1,2,1,2,3167.2573
"263",53,41,1,2,5,1,2,3845.1735
"264",53,55,1,1,6,1,2,3425.91
"265",53,33,1,2,2,1,2,5385.734
"266",53,33,1,2,2,1,2,5385.734
"267",53,85,1,2,8,1,2,3145.9512
"268",53,72,1,2,5,1,2,3153.9074
"269",53,57,1,1,5,1,2,3534.1845
"270",53,55,1,2,6,1,2,4070.8313
"271",53,56,4,1,2,1,2,3426.7854
"272",53,24,4,2,2,1,2,4521.5889
"273",2,33,1,2,2,3,2,936.8127
"274",2,32,1,1,1,3,2,1275.0158
"275",11,39,1,2,2,2,2,761.4362
"276",4,85,4,2,1,1,1,3453.1432
"277",4,62,1,1,2,1,2,3876.6659
"278",4,39,1,2,3,4,2,4338.882
"279",4,18,1,1,2,1,1,4815.8329
"280",24,49,1,2,5,1,2,5411.7637
"281",24,45,1,1,5,1,2,4857.2696
"282",24,68,1,2,5,1,2,3908.0729
"283",24,74,1,1,3,1,2,4155.7538
"284",24,35,1,1,5,1,2,4610.7105
"285",24,34,1,2,6,1,2,4371.5525
"286",24,26,1,1,5,1,2,4245.7169
"287",24,26,1,2,1,1,2,4651.4665
"288",34,76,1,1,3,1,2,5517.0873
"289",34,73,1,2,3,1,2,5207.1153
"290",34,75,1,1,2,1,2,3683.074
"291",34,80,1,2,1,1,2,4507.7139
"292",34,39,1,1,5,1,1,5967.1305
"293",34,39,1,2,5,1,2,4060.2141
"294",34,20,1,1,2,1,2,6087.0269
"295",34,58,1,2,5,1,2,4187.1182
"296",34,54,1,2,6,1,2,3920.1777
"297",34,42,1,2,6,1,2,5541.2867
"298",34,44,1,2,6,1,2,5541.2867
"299",34,39,1,2,5,2,2,7130.6051
"300",44,79,1,2,6,1,2,1021.2064
"301",54,85,1,2,2,1,2,667.33
"302",54,66,1,2,2,1,2,737.9527
"303",54,64,1,1,5,1,2,852.4081
"304",54,61,1,2,2,1,2,636.2891
"305",54,59,1,2,6,1,2,839.7667
"306",54,61,1,1,6,1,2,896.2969
"307",54,73,1,2,2,1,2,623.6983
"308",5,60,1,2,2,1,2,1469.9903
"309",5,64,1,2,3,1,2,1456.3669
"310",5,57,1,1,4,1,2,1627.5708
"311",5,56,1,2,2,1,2,1737.0916
"312",5,57,1,2,2,2,2,3156.4929
"313",5,66,1,1,2,1,2,1516.8487
"314",5,62,1,1,5,1,2,1485.0661
"315",5,60,1,2,2,1,2,1524.869
"316",5,58,1,1,2,1,2,1520.0176
"317",5,64,1,2,3,1,2,1420.8253
"318",5,24,1,1,2,1,2,2112.033
"319",5,42,1,2,2,1,2,2045.344
"320",5,35,1,2,2,1,2,1946.3675
"321",15,45,3,1,5,1,2,909.9217
"322",15,38,1,2,2,1,2,739.0725
"323",25,35,1,2,2,1,2,2649.2257
"324",25,85,1,2,5,1,2,2483.428
"325",25,85,1,1,8,1,2,2717.0185
"326",25,49,1,1,5,1,2,2690.9663
"327",25,45,1,2,6,1,2,3144.0907
"328",25,41,1,2,6,1,2,2872.3901
"329",25,44,1,1,5,1,2,3148.5644
"330",25,72,1,2,1,1,2,2588.3913
"331",25,85,1,2,5,1,2,2399.1158
"332",25,25,1,2,6,1,1,3074.5517
"333",25,24,1,2,5,1,2,3053.9498
"334",25,29,1,2,8,1,1,3264.3554
"335",25,26,1,2,8,1,2,3135.8818
"336",25,27,1,2,5,1,2,3135.8818
"337",35,75,1,1,3,1,2,997.6746
"338",35,42,1,2,2,1,1,1305.9945
"339",35,80,1,2,1,3,2,1110.9953
"340",35,62,1,1,2,3,2,1586.4109
"341",35,43,4,2,4,1,2,1392.4771
"342",35,49,1,1,5,1,1,1450.1818
"343",35,37,1,1,3,1,2,1253.8655
"344",45,59,1,1,2,2,2,2420.5305
"345",45,39,1,2,5,1,2,3053.6628
"346",45,69,3,1,6,1,2,2554.0532
"347",45,43,1,2,5,4,2,1962.107
"348",45,41,1,1,5,4,2,2462.21
"349",45,25,1,1,2,1,2,2985.7915
"350",45,27,1,2,6,1,2,3073.3618
"351",45,33,1,1,3,1,2,3272.3372
"352",45,73,1,1,6,1,2,2714.6735
"353",45,69,1,2,6,1,2,2820.1387
"354",55,54,1,1,2,1,2,3517.1389
"355",55,52,1,2,2,1,2,3973.8108
"356",55,22,1,2,4,1,2,3479.5454
"357",55,21,1,2,4,1,2,3479.5454
"358",55,67,1,1,5,1,2,3938.2546
"359",55,66,1,2,5,1,2,3590.753
"360",55,19,1,1,1,1,1,4665.4125
"361",55,18,1,2,2,1,2,3865.1677
"362",55,19,1,1,2,1,2,3304.1242
"363",55,69,1,2,4,1,2,3808.3658
"364",55,44,1,1,2,1,2,3961.5874
"365",55,34,1,2,3,1,2,3645.5121
"366",55,45,1,1,5,1,2,3744.9425
"367",55,41,1,2,6,1,2,3268.3723
"368",55,80,1,2,6,1,2,3277.4522
"369",6,27,1,2,5,1,2,4209.0337
"370",6,64,3,1,5,1,2,4701.2694
"371",6,63,1,2,5,1,2,4385.7182
"372",6,85,1,2,5,1,2,4187.7526
"373",6,25,1,2,2,1,2,4727.6645
"374",6,75,1,2,5,1,2,3708.2545
"375",6,76,3,1,5,1,1,3931.4125
"376",6,61,4,2,1,1,1,4430.0749
"377",6,38,1,2,3,1,1,4649.7256
"378",6,33,1,1,2,1,1,5316.3734
"379",6,32,1,2,4,1,1,3668.2739
"380",6,26,1,2,5,4,2,3105.1177
"381",6,68,4,1,4,4,2,5505.1576
"382",6,65,4,2,4,4,2,4717.81
"383",6,34,1,1,2,1,2,0
"384",6,32,1,2,3,1,1,3749.9024
"385",16,70,1,1,2,1,2,951.7102
"386",16,71,1,2,4,1,2,750.1407
"387",16,51,1,1,5,1,2,1214.007
"388",16,59,1,2,2,1,2,1249.951
"389",16,42,1,2,2,1,2,1024.1094
"390",16,29,1,1,5,1,2,932.1954
"391",16,32,1,1,8,1,2,936.4438
"392",16,31,1,2,3,1,2,1168.3472
"393",16,61,1,2,6,1,2,908.737
"394",16,55,1,1,2,1,2,955.8933
"395",16,59,1,2,2,1,2,904.3213
"396",26,39,1,2,6,1,2,5546.2869
"397",26,47,1,1,5,1,2,4469.307
"398",26,33,1,1,3,2,2,5713.4596
"399",26,70,1,2,3,1,2,3704.4818
"400",26,62,1,1,2,1,2,3359.0332
"401",26,32,1,2,4,1,2,5779.5916
"402",26,31,1,1,5,1,2,5123.3165
"403",26,59,1,1,3,1,2,4095.0055
"404",26,56,1,2,3,1,2,4243.0004
"405",26,21,1,1,3,1,2,5524.4142
"406",26,64,1,1,2,1,2,3778.6833
"407",26,62,1,2,4,1,2,4114.5823
"408",26,80,1,2,2,1,2,3727.1959
"409",26,80,1,2,2,1,2,3718.9247
"410",26,85,1,1,3,1,2,3970.4239
"411",26,73,1,2,2,1,2,3687.2498
"412",26,73,1,1,3,1,2,3297.911
"413",26,65,1,1,2,1,2,4367.9093
"414",26,73,1,2,3,1,2,3966.8849
"415",26,78,1,2,2,1,2,3592.653
"416",26,79,1,1,2,1,2,3423.7108
"417",36,37,1,1,4,1,2,5270.6516
"418",36,39,1,2,8,1,2,4590.2274
"419",36,74,4,2,2,1,2,3415.8341
"420",36,41,1,2,4,1,2,5564.1757
"421",36,74,1,2,4,1,2,3415.8341
"422",36,29,1,1,2,1,2,7013.0207
"423",36,18,1,2,1,1,2,6002.0434
"424",36,63,1,2,2,1,2,4291.2026
"425",36,61,1,2,8,2,2,5021.0853
"426",36,27,1,1,5,2,2,5314.8056
"427",36,53,1,2,5,1,2,4758.9622
"428",36,53,1,1,5,1,2,4988.5241
"429",46,27,1,1,5,1,2,1495.2643
"430",46,24,1,2,5,1,2,927.4728
"431",46,25,1,2,5,1,2,879.5528
"432",46,79,1,1,5,1,2,501.4582
"433",46,35,1,2,4,1,2,499.2871
"434",46,32,1,1,6,1,2,587.8209
"435",46,56,1,1,2,1,2,885.1704
"436",46,68,1,2,2,1,2,694.8645
"437",46,63,1,1,5,1,2,932.8905
"438",46,41,1,1,3,1,2,730.7409
"439",46,43,1,2,2,1,2,824.7769
"440",46,69,1,1,2,1,2,703.3865
"441",46,68,1,2,2,1,2,726.4608
"442",56,80,1,2,5,1,2,335.0579
"443",56,80,1,1,6,1,2,354.83
"444",56,44,1,2,5,1,2,354.9926
"445",56,54,1,1,2,1,2,420.7295
"446",56,38,1,1,6,1,2,428.0203
"447",56,36,1,2,4,1,2,346.1534
"448",56,48,1,2,3,1,2,369.3807
"449",56,54,1,1,2,1,2,364.3757
"450",56,20,1,2,3,1,2,523.9079
"451",56,60,1,1,2,1,2,388.7219
"452",56,58,1,2,5,1,2,355.9623
"453",6,61,4,2,1,1,1,4357.431
"454",6,68,4,1,1,1,1,3772.189
"455",6,38,1,2,3,1,1,4573.4798
"456",17,65,1,2,5,1,2,4115.2038
"457",17,52,4,2,5,1,2,4464.5546
"458",17,72,1,2,2,2,2,3533.8463
"459",17,38,1,1,5,1,2,4120.5423
"460",17,38,1,2,5,1,2,3991.1082
"461",17,36,1,2,5,1,2,3965.3855
"462",17,43,1,1,3,1,2,4306.3959
"463",17,46,1,2,3,1,2,5248.0445
"464",17,24,1,1,2,1,2,4555.7249
"465",17,21,1,1,2,1,2,4555.7249
"466",17,77,1,2,5,2,2,3853.8672
"467",17,52,1,2,5,2,2,5462.2839
"468",17,50,1,1,4,2,2,4319.1934
"469",17,53,1,2,2,2,2,5061.4615
"470",27,76,1,1,3,1,2,3027.6759
"471",27,53,1,2,2,1,2,3937.6577
"472",27,54,1,1,4,1,2,5059.5796
"473",27,80,1,2,3,1,2,3400.7993
"474",27,85,1,2,3,1,2,3136.8909
"475",27,85,1,1,3,1,2,2848.1843
"476",27,54,4,2,4,4,2,3796.4246
"477",27,51,4,2,2,4,2,3796.4246
"478",27,52,1,1,5,1,2,5319.7902
"479",27,66,1,2,2,1,2,4169.666
"480",37,21,1,2,2,1,1,4144.1948
"481",37,24,1,1,4,1,1,4378.0891
"482",37,34,1,1,3,1,2,4394.7387
"483",37,57,1,2,2,1,2,4098.8915
"484",37,79,1,1,2,1,2,3535.1404
"485",37,28,1,2,3,1,2,4608.0508
"486",37,47,1,1,2,1,2,4838.9297
"487",37,19,1,1,3,1,2,4385.3477
"488",47,45,1,2,5,1,2,2930.5663
"489",47,52,1,1,6,1,2,3740.3208
"490",47,65,1,2,2,1,2,3320.145
"491",47,85,1,1,3,1,2,3273.2649
"492",47,85,1,2,1,1,2,3359.6895
"493",47,65,1,2,2,1,2,2363.9984
"494",47,51,1,2,6,1,2,4699.6876
"495",47,23,1,1,5,1,2,4259.6932
"496",47,20,1,1,3,1,2,4259.6932
"497",47,60,1,2,4,1,2,2774.152
"498",47,66,1,1,5,1,2,2656.4621
"499",47,26,1,1,3,1,2,2857.1517
"500",47,80,1,1,5,1,2,3246.9948
"501",47,73,1,2,3,1,2,3822.1701
"502",47,29,1,1,5,1,2,2712.9436
"503",47,31,1,2,5,1,2,3288.4895
"504",47,62,1,1,5,1,2,3805.9187
"505",47,63,1,2,5,1,2,3826.3606
"506",47,61,1,2,2,2,2,3363.4117
"507",47,45,1,1,1,2,2,4988.8581
"508",47,39,1,2,3,2,2,3678.8269
"509",47,22,1,1,2,2,2,4714.7015
"510",47,20,1,2,2,2,2,4396.2177
"511",47,57,1,1,2,2,2,4202.5804
"512",47,57,1,2,2,2,2,4490.056
"513",8,74,1,2,2,1,2,3801.1209
"514",8,40,1,2,5,1,2,3610.5711
"515",8,41,1,1,4,1,2,3625.2679
"516",8,80,1,1,5,1,2,4139.9956
"517",8,80,1,2,3,1,2,4386.6107
"518",8,47,1,1,1,1,2,4678.3848
"519",18,54,1,1,2,1,2,3681.0237
"520",18,48,1,2,4,1,2,4050.0055
"521",18,45,1,1,5,1,2,3909.8036
"522",18,67,1,1,2,1,2,3806.9777
"523",18,63,1,2,5,1,2,3835.9583
"524",18,34,1,1,2,1,2,4189.9377
"525",18,69,1,2,2,1,2,3808.5433
"526",18,60,1,1,2,1,2,3280.2881
"527",18,59,1,2,2,1,2,3491.0906
"528",28,75,1,2,2,2,2,1150.3922
"529",28,80,1,2,2,2,2,1150.3922
"530",28,55,1,2,2,2,2,1259.1446
"531",28,50,1,1,3,1,2,1324.2816
"532",28,48,1,2,3,1,2,1357.6459
"533",28,18,1,2,3,1,2,1948.3355
"534",28,56,1,2,2,2,2,1262.8814
"535",28,80,1,2,4,2,2,1145.3802
"536",28,55,1,1,2,1,2,1449.6503
"537",28,67,1,2,8,2,2,1171.9303
"538",28,26,1,2,5,1,2,1830.775
"539",28,28,1,1,2,1,2,1580.4348
"540",28,64,1,1,2,1,2,1074.8918
"541",28,62,1,2,1,1,2,1079.6112
"542",28,41,1,1,2,1,2,1829.7238
"543",28,29,1,1,6,1,2,2514.8394
"544",28,31,1,2,5,1,2,2069.2911
"545",28,45,1,1,2,1,2,1217.5838
"546",28,52,1,2,2,1,2,1028.4786
"547",38,58,1,1,2,1,2,437.4474
"548",38,61,1,2,2,1,2,416.5495
"549",38,32,1,1,2,1,2,575.035
"550",38,23,1,1,2,1,2,570.4537
"551",38,85,1,2,2,1,2,410.3224
"552",38,75,1,1,6,1,2,384.8138
"553",38,74,1,2,5,1,2,394.6787
"554",38,54,1,1,5,1,2,486.3512
"555",38,54,1,2,4,1,2,457.095
"556",38,71,1,2,2,3,2,512.9737
"557",38,27,1,2,1,3,1,1064.7644
"558",38,21,1,1,2,3,2,728.8814
"559",38,45,1,1,5,1,2,428.2704
"560",38,42,1,2,5,1,2,576.5517
"561",38,44,1,2,5,1,2,564.903
"562",38,51,1,1,6,1,2,460.7918
"563",38,25,1,1,4,1,2,749.2735
"564",38,22,1,2,3,1,2,804.6683
"565",48,36,1,1,5,1,2,4489.3595
"566",48,31,1,2,4,1,1,3688.9649
"567",48,31,1,1,2,1,1,4570.3689
"568",48,35,1,2,2,1,2,5024.4057
"569",48,63,1,2,5,1,2,4590.7576
"570",48,65,1,1,3,1,2,4569.5275
"571",48,62,1,2,5,1,2,4571.3634
"572",48,68,1,1,6,1,2,4849.6146
"573",48,28,1,1,4,2,2,7999.6641
"574",48,42,4,1,2,1,2,5215.3718
"575",48,38,1,2,2,1,2,4791.6189
"576",48,64,1,2,4,1,2,3686.6806
"577",48,22,1,2,5,1,1,6570.8443
"578",48,80,1,2,5,1,2,4011.7764
"579",48,78,1,1,3,1,2,4177.0175
"580",48,36,1,2,3,1,1,4875.1118
"581",48,30,1,2,3,1,2,4391.632
"582",48,45,1,1,5,1,2,4220.1683
"583",48,46,1,2,6,1,2,4648.4735
"584",48,67,1,2,5,1,2,4068.6922
"585",48,48,1,2,5,1,2,4220.7875
"586",48,48,1,1,2,1,2,4354.9573
"587",19,65,1,1,2,1,2,2400.7522
"588",19,67,1,2,5,1,2,2434.1806
"589",19,76,1,1,5,2,2,2381.0177
"590",19,67,1,2,5,1,2,2445.718
"591",19,48,1,2,3,1,2,2571.3869
"592",19,51,1,2,3,1,2,2962.4313
"593",19,50,1,1,1,1,2,2496.3692
"594",19,71,1,2,3,1,2,2251.6216
"595",19,39,1,1,2,1,2,2392.4381
"596",19,29,1,2,2,1,2,2531.7321
"597",19,28,1,1,5,1,2,2560.0556
"598",19,34,1,1,4,1,2,3263.1374
"599",19,27,1,2,2,1,2,2516.6559
"600",19,85,1,2,2,1,2,2335.112
"601",19,85,1,1,3,1,2,2535.4514
"602",29,40,1,2,3,1,2,3475.161
"603",29,29,1,1,5,1,2,6463.4602
"604",29,29,1,2,6,2,1,3789.7127
"605",29,85,1,2,5,1,2,4105.6881
"606",29,35,1,2,2,1,2,3710.7355
"607",29,35,1,1,2,1,2,0
"608",29,29,1,2,4,1,2,4770.8841
"609",29,30,1,1,2,1,2,3486.4545
"610",29,53,1,2,4,1,2,4573.694
"611",29,50,1,1,8,1,2,4458.1824
"612",29,70,1,2,5,1,2,3451.8201
"613",29,65,1,2,4,1,2,3822.7183
"614",39,79,1,2,3,1,2,3572.0135
